fc,ds,zipcode,dimension,arrival,promise,feasible_routes,assigned_route
TUS2,DLA5,92373,dim1,2021-05-11 11:39:32,2021-05-12 23:59:59,"['r66', 'r2362', 'r2930']",
BFL1,DPS1,91030,dim1,2021-05-11 11:39:34,2021-05-12 23:59:59,"['r92', 'r398', 'r5277']",
BFL1,DLA5,92571,dim1,2021-05-11 11:39:34,2021-05-12 23:59:59,"['r90', 'r361', 'r3145']",
BFL1,DPS1,91011,dim1,2021-05-11 11:39:35,2021-05-12 23:59:59,"['r92', 'r394', 'r5273']",
ONT2,DPS1,90013,dim1,2021-05-11 11:39:37,2021-05-12 23:59:59,"['r89', 'r1541', 'r5164', 'r5804']",
OAK4,DPS1,91030,dim1,2021-05-11 11:39:38,2021-05-12 23:59:59,"['r86', 'r1406', 'r5117', 'r5597']",
PSP1,DPS1,91741,dim1,2021-05-11 11:39:50,2021-05-12 23:59:59,"['r2113', 'r5392']",
BFL1,DSD2,92056,dim1,2021-05-11 11:39:54,2021-05-12 23:59:59,"['r500', 'r7808']",
LGB7,DSD1,92108,dim1,2021-05-11 11:39:55,2021-05-12 23:59:59,"['r1', 'r17', 'r106', 'r1321', 'r7201', 'r7441']",
ONT2,DSD1,92117,dim1,2021-05-11 11:40:01,2021-05-12 23:59:59,"['r112', 'r1659', 'r7263', 'r7503']",
LGB7,DLA5,92399,dim1,2021-05-11 11:40:01,2021-05-12 23:59:59,"['r81', 'r105', 'r1189', 'r3058', 'r3258']",
FAT1,DSD2,92058,dim1,2021-05-11 11:40:02,2021-05-12 23:59:59,"['r670', 'r7882']",
FAT1,DLA5,92507,dim1,2021-05-11 11:40:02,2021-05-12 23:59:59,"['r108', 'r524', 'r3290']",
PSP1,DPS1,91723,dim1,2021-05-11 11:40:07,2021-05-12 23:59:59,"['r2109', 'r5388']",
FAT1,DLA5,92346,dim1,2021-05-11 11:40:09,2021-05-12 23:59:59,"['r108', 'r511', 'r3277']",
ONT6,DLA5,92346,dim1,2021-05-11 11:40:17,2021-05-12 23:59:59,"['r96', 'r1687', 'r3177']",
LGB6,DPS1,91754,dim1,2021-05-11 11:40:17,2021-05-12 23:59:59,"['r74', 'r1107', 'r4834']",
FAT1,DSD1,92037,dim1,2021-05-11 11:40:20,2021-05-12 23:59:59,"['r642', 'r7464']",
SMF1,DPS1,90057,dim1,2021-05-11 11:40:21,2021-05-12 23:59:59,"['r2227', 'r5498']",
LGB3,DPS1,90027,dim1,2021-05-11 11:40:24,2021-05-12 23:59:59,"['r5', 'r14', 'r71', 'r874', 'r4689']",
PSP1,DPS1,91755,dim1,2021-05-11 11:40:26,2021-05-12 23:59:59,"['r2116', 'r5395']",
LGB3,DLA5,92346,dim1,2021-05-11 11:40:32,2021-05-12 23:59:59,"['r3', 'r16', 'r69', 'r847', 'r2952']",
LAS7,DPS1,91770,dim1,2021-05-11 11:40:36,2021-05-12 23:59:59,"['r80', 'r773', 'r4996']",
OAK4,DPS1,91776,dim1,2021-05-11 11:40:41,2021-05-12 23:59:59,"['r86', 'r1447', 'r5158', 'r5638']",
SMF1,DLA5,92399,dim1,2021-05-11 11:40:42,2021-05-12 23:59:59,"['r99', 'r2197', 'r3208']",
PSP1,DPS1,91775,dim1,2021-05-11 11:40:42,2021-05-12 23:59:59,"['r2118', 'r5397']",
LAS7,DPS1,91103,dim1,2021-05-11 11:40:43,2021-05-12 23:59:59,"['r80', 'r736', 'r4959']",
LAS7,DLA5,92583,dim1,2021-05-11 11:40:43,2021-05-12 23:59:59,"['r78', 'r699', 'r3047']",
FAT1,DPS1,90017,dim1,2021-05-11 11:40:56,2021-05-12 23:59:59,"['r110', 'r535', 'r5726']",
TUS2,DLA5,92407,dim1,2021-05-11 11:40:57,2021-05-12 23:59:59,"['r66', 'r2368', 'r2936']",
LAS7,DPS1,91790,dim1,2021-05-11 11:40:58,2021-05-12 23:59:59,"['r80', 'r777', 'r5000']",
LAS7,DPS1,90028,dim1,2021-05-11 11:41:09,2021-05-12 23:59:59,"['r80', 'r707', 'r4930']",
PSP1,DSD1,92126,dim1,2021-05-11 11:41:11,2021-05-12 23:59:59,"['r94', 'r2169', 'r7329']",
ONT2,DPS1,90017,dim1,2021-05-11 11:41:12,2021-05-12 23:59:59,"['r89', 'r1543', 'r5166', 'r5806']",
PSP1,DPS1,90027,dim1,2021-05-11 11:41:13,2021-05-12 23:59:59,"['r2050', 'r5329']",
LAS7,DPS1,91732,dim1,2021-05-11 11:41:21,2021-05-12 23:59:59,"['r80', 'r767', 'r4990']",
PSP1,DPS1,91202,dim1,2021-05-11 11:41:22,2021-05-12 23:59:59,"['r2087', 'r5366']",
FAT1,DPS1,91007,dim1,2021-05-11 11:41:32,2021-05-12 23:59:59,"['r110', 'r559', 'r5750']",
PSP1,DPS1,91702,dim1,2021-05-11 11:41:32,2021-05-12 23:59:59,"['r2106', 'r5385']",
FAT1,DPS1,91775,dim1,2021-05-11 11:41:40,2021-05-12 23:59:59,"['r110', 'r606', 'r5797']",
OAK4,DSD1,92037,dim1,2021-05-11 11:41:41,2021-05-12 23:59:59,"['r103', 'r1482', 'r7224', 'r7404']",
LAS7,DLA5,92223,dim1,2021-05-11 11:41:43,2021-05-12 23:59:59,"['r78', 'r675', 'r3023']",
BFL1,DSD1,92009,dim1,2021-05-11 11:41:44,2021-05-12 23:59:59,"['r467', 'r7277']",
PSP1,DSD2,92056,dim1,2021-05-11 11:41:46,2021-05-12 23:59:59,"['r95', 'r2180', 'r7820']",
TUS2,DSD2,92083,dim1,2021-05-11 11:41:47,2021-05-12 23:59:59,"['r68', 'r2521', 'r7717']",
LAS7,DPS1,91801,dim1,2021-05-11 11:42:01,2021-05-12 23:59:59,"['r80', 'r778', 'r5001']",
ONT2,DPS1,91741,dim1,2021-05-11 11:42:02,2021-05-12 23:59:59,"['r89', 'r1609', 'r5232', 'r5872']",
SMF1,DSD1,92037,dim1,2021-05-11 11:42:03,2021-05-12 23:59:59,"['r100', 'r2322', 'r7374']",
PSP1,DLA5,92374,dim1,2021-05-11 11:42:08,2021-05-12 23:59:59,"['r93', 'r2027', 'r3156']",
LAS7,DSD1,92131,dim1,2021-05-11 11:42:09,2021-05-12 23:59:59,"['r830', 'r7184']",
LGB7,DLA5,92553,dim1,2021-05-11 11:42:10,2021-05-12 23:59:59,"['r81', 'r105', 'r1197', 'r3066', 'r3266']",
ONT2,DPS3,91320,dim1,2021-05-11 11:42:10,2021-05-12 23:59:59,"['r88', 'r1625', 'r6371', 'r6539']",
LAS7,DPS1,91010,dim1,2021-05-11 11:42:13,2021-05-12 23:59:59,"['r80', 'r729', 'r4952']",
TUS2,DPS1,90065,dim1,2021-05-11 11:42:19,2021-05-12 23:59:59,"['r2397', 'r4620']",
LGB3,DLA5,92407,dim1,2021-05-11 11:42:26,2021-05-12 23:59:59,"['r3', 'r16', 'r69', 'r856', 'r2961']",
BFL1,DLA5,92324,dim1,2021-05-11 11:42:30,2021-05-12 23:59:59,"['r90', 'r342', 'r3126']",
SMF1,DSD1,92117,dim1,2021-05-11 11:42:32,2021-05-12 23:59:59,"['r100', 'r2331', 'r7383']",
TUS2,DLA5,92571,dim1,2021-05-11 11:42:34,2021-05-12 23:59:59,"['r66', 'r2377', 'r2945']",
BFL1,DLA5,92404,dim1,2021-05-11 11:42:35,2021-05-12 23:59:59,"['r90', 'r350', 'r3134']",
PHX6,DPS1,90026,dim1,2021-05-11 11:42:37,2021-05-12 23:59:59,"['r1881', 'r4848']",
PSP1,DLA5,92410,dim1,2021-05-11 11:42:37,2021-05-12 23:59:59,"['r93', 'r2034', 'r3163']",
LGB7,DPS3,91356,dim1,2021-05-11 11:42:42,2021-05-12 23:59:59,"['r82', 'r1290', 'r6330', 'r6498']",
PHX6,DLA5,92373,dim1,2021-05-11 11:42:42,2021-05-12 23:59:59,"['r75', 'r1858', 'r3005']",
LGB7,DLA5,92507,dim1,2021-05-11 11:42:52,2021-05-12 23:59:59,"['r81', 'r105', 'r1196', 'r3065', 'r3265']",
LAS7,DSD1,92126,dim1,2021-05-11 11:42:52,2021-05-12 23:59:59,"['r825', 'r7179']",
BFL1,DPS1,90057,dim1,2021-05-11 11:42:54,2021-05-12 23:59:59,"['r92', 'r379', 'r5258']",
LGB6,DPS1,90640,dim1,2021-05-11 11:42:55,2021-05-12 23:59:59,"['r74', 'r1060', 'r4787']",
PSP1,DSD2,92054,dim1,2021-05-11 11:42:55,2021-05-12 23:59:59,"['r95', 'r2179', 'r7819']",
ONT6,DPS1,91030,dim1,2021-05-11 11:42:55,2021-05-12 23:59:59,"['r1742', 'r5437']",
TUS2,DLA5,92377,dim1,2021-05-11 11:42:58,2021-05-12 23:59:59,"['r66', 'r2364', 'r2932']",
BFL1,DSD1,92124,dim1,2021-05-11 11:43:05,2021-05-12 23:59:59,"['r488', 'r7298']",
LAS7,DSD1,92014,dim1,2021-05-11 11:43:06,2021-05-12 23:59:59,"['r804', 'r7158']",
PSP1,DSD1,92129,dim1,2021-05-11 11:43:10,2021-05-12 23:59:59,"['r94', 'r2172', 'r7332']",
LGB3,DLA5,92507,dim1,2021-05-11 11:43:10,2021-05-12 23:59:59,"['r3', 'r16', 'r69', 'r860', 'r2965']",
BFL1,DPS1,91206,dim1,2021-05-11 11:43:11,2021-05-12 23:59:59,"['r92', 'r411', 'r5290']",
BFL1,DPS1,91732,dim1,2021-05-11 11:43:12,2021-05-12 23:59:59,"['r92', 'r431', 'r5310']",
PSP1,DLA5,92557,dim1,2021-05-11 11:43:15,2021-05-12 23:59:59,"['r93', 'r2039', 'r3168']",
LAS7,DPS1,91103,dim1,2021-05-11 11:43:20,2021-05-12 23:59:59,"['r80', 'r736', 'r4959']",
LAS7,DPS1,90022,dim1,2021-05-11 11:43:21,2021-05-12 23:59:59,"['r80', 'r704', 'r4927']",
LGB3,DPS1,91006,dim1,2021-05-11 11:43:24,2021-05-12 23:59:59,"['r5', 'r14', 'r71', 'r894', 'r4709']",
LGB7,DPS3,91301,dim1,2021-05-11 11:43:25,2021-05-12 23:59:59,"['r82', 'r1286', 'r6326', 'r6494']",
SMF1,DSD1,92037,dim1,2021-05-11 11:43:27,2021-05-12 23:59:59,"['r100', 'r2322', 'r7374']",
BFL1,DPS3,91301,dim1,2021-05-11 11:43:32,2021-05-12 23:59:59,"['r2', 'r15', 'r91', 'r446', 'r6389']",
FAT1,DSD1,92037,dim1,2021-05-11 11:43:37,2021-05-12 23:59:59,"['r642', 'r7464']",
PSP1,DPS3,91320,dim1,2021-05-11 11:43:43,2021-05-12 23:59:59,"['r2129', 'r6413']",
SMF1,DPS1,91733,dim1,2021-05-11 11:43:47,2021-05-12 23:59:59,"['r2280', 'r5551']",
PSP1,DLA5,92399,dim1,2021-05-11 11:43:52,2021-05-12 23:59:59,"['r93', 'r2029', 'r3158']",
ONT6,DLA5,92223,dim1,2021-05-11 11:44:02,2021-05-12 23:59:59,"['r96', 'r1683', 'r3173']",
LGB3,DPS1,91770,dim1,2021-05-11 11:44:02,2021-05-12 23:59:59,"['r5', 'r14', 'r71', 'r941', 'r4756']",
OAK4,DPS1,90017,dim1,2021-05-11 11:44:06,2021-05-12 23:59:59,"['r86', 'r1375', 'r5086', 'r5566']",
BFL1,DSD1,92122,dim1,2021-05-11 11:44:06,2021-05-12 23:59:59,"['r486', 'r7296']",
TUS2,DPS1,91208,dim1,2021-05-11 11:44:08,2021-05-12 23:59:59,"['r2429', 'r4652']",
LAS7,DSD2,92008,dim1,2021-05-11 11:44:11,2021-05-12 23:59:59,"['r831', 'r7755']",
BFL1,DSD1,92075,dim1,2021-05-11 11:44:15,2021-05-12 23:59:59,"['r476', 'r7286']",
ONT2,DPS1,91107,dim1,2021-05-11 11:44:17,2021-05-12 23:59:59,"['r89', 'r1580', 'r5203', 'r5843']",
LAS7,DLA5,92553,dim1,2021-05-11 11:44:22,2021-05-12 23:59:59,"['r78', 'r693', 'r3041']",
SMF1,DPS1,91106,dim1,2021-05-11 11:44:28,2021-05-12 23:59:59,"['r2251', 'r5522']",
ONT6,DSD2,92010,dim1,2021-05-11 11:44:34,2021-05-12 23:59:59,"['r98', 'r1840', 'r7828']",
LAS7,DPS1,91206,dim1,2021-05-11 11:44:35,2021-05-12 23:59:59,"['r80', 'r747', 'r4970']",
OAK4,DPS1,91202,dim1,2021-05-11 11:44:37,2021-05-12 23:59:59,"['r86', 'r1415', 'r5126', 'r5606']",
OAK4,DLA5,92373,dim1,2021-05-11 11:44:40,2021-05-12 23:59:59,"['r84', 'r102', 'r1354', 'r3080', 'r3230']",
LGB3,DLA5,92411,dim1,2021-05-11 11:44:45,2021-05-12 23:59:59,"['r3', 'r16', 'r69', 'r859', 'r2964']",
FAT1,DSD1,92014,dim1,2021-05-11 11:44:46,2021-05-12 23:59:59,"['r636', 'r7458']",
FAT1,DSD1,92123,dim1,2021-05-11 11:44:51,2021-05-12 23:59:59,"['r655', 'r7477']",
PSP1,DLA5,92223,dim1,2021-05-11 11:44:53,2021-05-12 23:59:59,"['r93', 'r2019', 'r3148']",
LGB7,DSD1,92130,dim1,2021-05-11 11:44:57,2021-05-12 23:59:59,"['r1', 'r17', 'r106', 'r1333', 'r7213', 'r7453']",
LGB6,DPS1,91202,dim1,2021-05-11 11:44:59,2021-05-12 23:59:59,"['r74', 'r1079', 'r4806']",
PSP1,DPS1,90601,dim1,2021-05-11 11:45:02,2021-05-12 23:59:59,"['r2063', 'r5342']",
PHX6,DPS1,91775,dim1,2021-05-11 11:45:04,2021-05-12 23:59:59,"['r1950', 'r4917']",
BFL1,DSD1,92122,dim1,2021-05-11 11:45:12,2021-05-12 23:59:59,"['r486', 'r7296']",
LAS7,DLA5,92404,dim1,2021-05-11 11:45:14,2021-05-12 23:59:59,"['r78', 'r686', 'r3034']",
LAS7,DSD1,92037,dim1,2021-05-11 11:45:17,2021-05-12 23:59:59,"['r810', 'r7164']",
OAK4,DPS1,91108,dim1,2021-05-11 11:45:20,2021-05-12 23:59:59,"['r86', 'r1413', 'r5124', 'r5604']",
PHX6,DSD1,92026,dim1,2021-05-11 11:45:21,2021-05-12 23:59:59,"['r76', 'r1983', 'r7131']",
FAT1,DSD1,92131,dim1,2021-05-11 11:45:23,2021-05-12 23:59:59,"['r662', 'r7484']",
PSP1,DLA5,92408,dim1,2021-05-11 11:45:25,2021-05-12 23:59:59,"['r93', 'r2033', 'r3162']",
LGB3,DSD2,92056,dim1,2021-05-11 11:45:26,2021-05-12 23:59:59,"['r1004', 'r7724']",
BFL1,DPS1,91006,dim1,2021-05-11 11:45:27,2021-05-12 23:59:59,"['r92', 'r390', 'r5269']",
LAS7,DSD1,92067,dim1,2021-05-11 11:45:30,2021-05-12 23:59:59,"['r811', 'r7165']",
LGB3,DPS1,91733,dim1,2021-05-11 11:45:34,2021-05-12 23:59:59,"['r5', 'r14', 'r71', 'r936', 'r4751']",
TUS2,DLA5,92583,dim1,2021-05-11 11:45:36,2021-05-12 23:59:59,"['r66', 'r2379', 'r2947']",
LGB3,DPS1,91030,dim1,2021-05-11 11:45:39,2021-05-12 23:59:59,"['r5', 'r14', 'r71', 'r902', 'r4717']",
LAS7,DPS1,90013,dim1,2021-05-11 11:45:47,2021-05-12 23:59:59,"['r80', 'r701', 'r4924']",
SMF1,DPS3,90265,dim1,2021-05-11 11:45:54,2021-05-12 23:59:59,"['r2292', 'r6450']",
TUS2,DLA5,92553,dim1,2021-05-11 11:45:55,2021-05-12 23:59:59,"['r66', 'r2373', 'r2941']",
FAT1,DSD1,92037,dim1,2021-05-11 11:45:59,2021-05-12 23:59:59,"['r642', 'r7464']",
LGB3,DPS1,90012,dim1,2021-05-11 11:46:02,2021-05-12 23:59:59,"['r5', 'r14', 'r71', 'r868', 'r4683']",
LGB3,DPS1,91011,dim1,2021-05-11 11:46:03,2021-05-12 23:59:59,"['r5', 'r14', 'r71', 'r898', 'r4713']",
ONT2,DPS3,91361,dim1,2021-05-11 11:46:04,2021-05-12 23:59:59,"['r88', 'r1628', 'r6374', 'r6542']",
PSP1,DLA5,92507,dim1,2021-05-11 11:46:05,2021-05-12 23:59:59,"['r93', 'r2036', 'r3165']",
PSP1,DPS1,90028,dim1,2021-05-11 11:46:06,2021-05-12 23:59:59,"['r2051', 'r5330']",
FAT1,DLA5,92346,dim1,2021-05-11 11:46:08,2021-05-12 23:59:59,"['r108', 'r511', 'r3277']",
FAT1,DLA5,92399,dim1,2021-05-11 11:46:09,2021-05-12 23:59:59,"['r108', 'r517', 'r3283']",
BFL1,DSD1,92111,dim1,2021-05-11 11:46:10,2021-05-12 23:59:59,"['r482', 'r7292']",
ONT6,DSD2,92084,dim1,2021-05-11 11:46:13,2021-05-12 23:59:59,"['r98', 'r1850', 'r7838']",
ONT2,DPS1,91010,dim1,2021-05-11 11:46:15,2021-05-12 23:59:59,"['r89', 'r1569', 'r5192', 'r5832']",
OAK4,DPS1,90042,dim1,2021-05-11 11:46:17,2021-05-12 23:59:59,"['r86', 'r1386', 'r5097', 'r5577']",
LGB3,DPS1,91775,dim1,2021-05-11 11:46:23,2021-05-12 23:59:59,"['r5', 'r14', 'r71', 'r942', 'r4757']",
PSP1,DSD1,92117,dim1,2021-05-11 11:46:28,2021-05-12 23:59:59,"['r94', 'r2163', 'r7323']",
TUS2,DLA5,92410,dim1,2021-05-11 11:46:28,2021-05-12 23:59:59,"['r66', 'r2370', 'r2938']",
PSP1,DPS3,91302,dim1,2021-05-11 11:46:28,2021-05-12 23:59:59,"['r2127', 'r6411']",
FAT1,DSD1,92126,dim1,2021-05-11 11:46:29,2021-05-12 23:59:59,"['r657', 'r7479']",
LGB3,DPS1,91016,dim1,2021-05-11 11:46:35,2021-05-12 23:59:59,"['r5', 'r14', 'r71', 'r899', 'r4714']",
LAS7,DPS1,91755,dim1,2021-05-11 11:46:35,2021-05-12 23:59:59,"['r80', 'r772', 'r4995']",
LAS7,DPS3,91367,dim1,2021-05-11 11:46:36,2021-05-12 23:59:59,"['r79', 'r791', 'r6314']",
OAK4,DPS1,90057,dim1,2021-05-11 11:46:39,2021-05-12 23:59:59,"['r86', 'r1387', 'r5098', 'r5578']",
PSP1,DSD2,92057,dim1,2021-05-11 11:46:40,2021-05-12 23:59:59,"['r95', 'r2181', 'r7821']",
LAS7,DSD1,92111,dim1,2021-05-11 11:46:48,2021-05-12 23:59:59,"['r818', 'r7172']",
ONT2,DPS1,90012,dim1,2021-05-11 11:46:49,2021-05-12 23:59:59,"['r89', 'r1540', 'r5163', 'r5803']",
PSP1,DSD2,92008,dim1,2021-05-11 11:46:52,2021-05-12 23:59:59,"['r95', 'r2175', 'r7815']",
FAT1,DPS1,91732,dim1,2021-05-11 11:47:05,2021-05-12 23:59:59,"['r110', 'r599', 'r5790']",
LAS7,DLA5,92374,dim1,2021-05-11 11:47:08,2021-05-12 23:59:59,"['r78', 'r683', 'r3031']",
PSP1,DSD1,92130,dim1,2021-05-11 11:47:12,2021-05-12 23:59:59,"['r94', 'r2173', 'r7333']",
BFL1,DSD2,92058,dim1,2021-05-11 11:47:13,2021-05-12 23:59:59,"['r502', 'r7810']",
PSP1,DPS1,90028,dim1,2021-05-11 11:47:19,2021-05-12 23:59:59,"['r2051', 'r5330']",
PSP1,DSD2,92081,dim1,2021-05-11 11:47:19,2021-05-12 23:59:59,"['r95', 'r2184', 'r7824']",
BFL1,DLA5,92324,dim1,2021-05-11 11:47:19,2021-05-12 23:59:59,"['r90', 'r342', 'r3126']",
PSP1,DPS1,91010,dim1,2021-05-11 11:47:19,2021-05-12 23:59:59,"['r2073', 'r5352']",
LAS7,DSD1,92117,dim1,2021-05-11 11:47:26,2021-05-12 23:59:59,"['r819', 'r7173']",
BFL1,DPS1,91723,dim1,2021-05-11 11:47:29,2021-05-12 23:59:59,"['r92', 'r429', 'r5308']",
LGB7,DPS1,90065,dim1,2021-05-11 11:47:31,2021-05-12 23:59:59,"['r4', 'r9', 'r83', 'r1221', 'r5020', 'r5660']",
LAS7,DLA5,92399,dim1,2021-05-11 11:47:32,2021-05-12 23:59:59,"['r78', 'r685', 'r3033']",
OAK4,DPS1,91020,dim1,2021-05-11 11:47:41,2021-05-12 23:59:59,"['r86', 'r1404', 'r5115', 'r5595']",
LAS7,DPS1,90057,dim1,2021-05-11 11:47:44,2021-05-12 23:59:59,"['r80', 'r715', 'r4938']",
SMF1,DLA5,92583,dim1,2021-05-11 11:47:45,2021-05-12 23:59:59,"['r99', 'r2211', 'r3222']",
TUS2,DPS1,91803,dim1,2021-05-11 11:47:48,2021-05-12 23:59:59,"['r2459', 'r4682']",
PSP1,DSD2,92056,dim1,2021-05-11 11:47:48,2021-05-12 23:59:59,"['r95', 'r2180', 'r7820']",
LAS7,DPS1,90031,dim1,2021-05-11 11:47:54,2021-05-12 23:59:59,"['r80', 'r709', 'r4932']",
OAK4,DPS1,90031,dim1,2021-05-11 11:47:58,2021-05-12 23:59:59,"['r86', 'r1381', 'r5092', 'r5572']",
LGB3,DPS1,91107,dim1,2021-05-11 11:48:13,2021-05-12 23:59:59,"['r5', 'r14', 'r71', 'r908', 'r4723']",
ONT2,DPS1,91801,dim1,2021-05-11 11:48:15,2021-05-12 23:59:59,"['r89', 'r1618', 'r5241', 'r5881']",
PSP1,DSD1,92075,dim1,2021-05-11 11:48:18,2021-05-12 23:59:59,"['r94', 'r2156', 'r7316']",
PSP1,DSD1,92123,dim1,2021-05-11 11:48:29,2021-05-12 23:59:59,"['r94', 'r2167', 'r7327']",
FAT1,DPS1,90022,dim1,2021-05-11 11:48:32,2021-05-12 23:59:59,"['r110', 'r536', 'r5727']",
TUS2,DPS1,91801,dim1,2021-05-11 11:48:33,2021-05-12 23:59:59,"['r2458', 'r4681']",
PSP1,DLA5,92404,dim1,2021-05-11 11:48:39,2021-05-12 23:59:59,"['r93', 'r2030', 'r3159']",
LGB7,DPS3,91364,dim1,2021-05-11 11:48:40,2021-05-12 23:59:59,"['r82', 'r1294', 'r6334', 'r6502']",
SMF1,DPS1,91801,dim1,2021-05-11 11:48:44,2021-05-12 23:59:59,"['r2290', 'r5561']",
TUS2,DLA5,92571,dim1,2021-05-11 11:49:06,2021-05-12 23:59:59,"['r66', 'r2377', 'r2945']",
BFL1,DPS1,90640,dim1,2021-05-11 11:49:08,2021-05-12 23:59:59,"['r92', 'r388', 'r5267']",
LGB3,DPS1,91803,dim1,2021-05-11 11:49:10,2021-05-12 23:59:59,"['r5', 'r14', 'r71', 'r947', 'r4762']",
LGB3,DLA5,92555,dim1,2021-05-11 11:49:18,2021-05-12 23:59:59,"['r3', 'r16', 'r69', 'r862', 'r2967']",
BFL1,DPS1,90027,dim1,2021-05-11 11:49:22,2021-05-12 23:59:59,"['r92', 'r370', 'r5249']",
FAT1,DPS1,91103,dim1,2021-05-11 11:49:25,2021-05-12 23:59:59,"['r110', 'r568', 'r5759']",
LGB7,DLA5,92374,dim1,2021-05-11 11:49:30,2021-05-12 23:59:59,"['r81', 'r105', 'r1187', 'r3056', 'r3256']",
PSP1,DLA5,92346,dim1,2021-05-11 11:49:32,2021-05-12 23:59:59,"['r93', 'r2023', 'r3152']",
ONT2,DLA5,92399,dim1,2021-05-11 11:49:32,2021-05-12 23:59:59,"['r87', 'r111', 'r1525', 'r3108', 'r3308']",
PHX6,DPS1,91101,dim1,2021-05-11 11:49:33,2021-05-12 23:59:59,"['r1911', 'r4878']",
LGB3,DPS1,90027,dim1,2021-05-11 11:49:38,2021-05-12 23:59:59,"['r5', 'r14', 'r71', 'r874', 'r4689']",
LGB7,DLA5,92223,dim1,2021-05-11 11:49:41,2021-05-12 23:59:59,"['r81', 'r105', 'r1179', 'r3048', 'r3248']",
LGB7,DPS1,91107,dim1,2021-05-11 11:49:48,2021-05-12 23:59:59,"['r4', 'r9', 'r83', 'r1244', 'r5043', 'r5683']",
SMF1,DPS1,91776,dim1,2021-05-11 11:50:00,2021-05-12 23:59:59,"['r2287', 'r5558']",
TUS2,DLA5,92324,dim1,2021-05-11 11:50:07,2021-05-12 23:59:59,"['r66', 'r2358', 'r2926']",
FAT1,DPS1,91776,dim1,2021-05-11 11:50:08,2021-05-12 23:59:59,"['r110', 'r607', 'r5798']",
PHX6,DLA5,92324,dim1,2021-05-11 11:50:08,2021-05-12 23:59:59,"['r75', 'r1854', 'r3001']",
LAS7,DPS3,91377,dim1,2021-05-11 11:50:12,2021-05-12 23:59:59,"['r79', 'r792', 'r6315']",
BFL1,DSD1,92126,dim1,2021-05-11 11:50:13,2021-05-12 23:59:59,"['r489', 'r7299']",
PSP1,DPS1,90029,dim1,2021-05-11 11:50:19,2021-05-12 23:59:59,"['r2052', 'r5331']",
BFL1,DPS1,91106,dim1,2021-05-11 11:50:21,2021-05-12 23:59:59,"['r92', 'r403', 'r5282']",
LAS7,DPS1,91780,dim1,2021-05-11 11:50:24,2021-05-12 23:59:59,"['r80', 'r776', 'r4999']",
TUS2,DPS1,90033,dim1,2021-05-11 11:50:29,2021-05-12 23:59:59,"['r2391', 'r4614']",
BFL1,DPS1,90032,dim1,2021-05-11 11:50:36,2021-05-12 23:59:59,"['r92', 'r374', 'r5253']",
LAS7,DPS1,90041,dim1,2021-05-11 11:50:37,2021-05-12 23:59:59,"['r80', 'r713', 'r4936']",
TUS2,DPS1,90640,dim1,2021-05-11 11:50:40,2021-05-12 23:59:59,"['r2404', 'r4627']",
OAK4,DSD2,92058,dim1,2021-05-11 11:50:41,2021-05-12 23:59:59,"['r104', 'r1510', 'r7786', 'r7858']",
LAS7,DSD1,92129,dim1,2021-05-11 11:50:44,2021-05-12 23:59:59,"['r828', 'r7182']",
BFL1,DSD2,92010,dim1,2021-05-11 11:50:45,2021-05-12 23:59:59,"['r496', 'r7804']",
BFL1,DPS1,91770,dim1,2021-05-11 11:50:46,2021-05-12 23:59:59,"['r92', 'r437', 'r5316']",
TUS2,DPS1,91732,dim1,2021-05-11 11:50:50,2021-05-12 23:59:59,"['r2447', 'r4670']",
PHX6,DLA5,92404,dim1,2021-05-11 11:50:50,2021-05-12 23:59:59,"['r75', 'r1862', 'r3009']",
SMF1,DSD1,92111,dim1,2021-05-11 11:50:52,2021-05-12 23:59:59,"['r100', 'r2330', 'r7382']",
ONT6,DPS1,90039,dim1,2021-05-11 11:50:53,2021-05-12 23:59:59,"['r1720', 'r5415']",
LGB3,DSD2,92054,dim1,2021-05-11 11:51:03,2021-05-12 23:59:59,"['r1003', 'r7723']",
LGB7,DPS1,91105,dim1,2021-05-11 11:51:03,2021-05-12 23:59:59,"['r4', 'r9', 'r83', 'r1242', 'r5041', 'r5681']",
TUS2,DLA5,92404,dim1,2021-05-11 11:51:04,2021-05-12 23:59:59,"['r66', 'r2366', 'r2934']",
TUS2,DPS1,91801,dim1,2021-05-11 11:51:05,2021-05-12 23:59:59,"['r2458', 'r4681']",
LGB7,DPS3,91377,dim1,2021-05-11 11:51:07,2021-05-12 23:59:59,"['r82', 'r1296', 'r6336', 'r6504']",
SMF1,DPS1,90014,dim1,2021-05-11 11:51:08,2021-05-12 23:59:59,"['r2214', 'r5485']",
LGB3,DSD1,92117,dim1,2021-05-11 11:51:09,2021-05-12 23:59:59,"['r0', 'r13', 'r987', 'r7083']",
FAT1,DPS1,90028,dim1,2021-05-11 11:51:12,2021-05-12 23:59:59,"['r110', 'r539', 'r5730']",
PSP1,DPS1,90063,dim1,2021-05-11 11:51:15,2021-05-12 23:59:59,"['r2060', 'r5339']",
PSP1,DPS1,91202,dim1,2021-05-11 11:51:18,2021-05-12 23:59:59,"['r2087', 'r5366']",
TUS2,DLA5,92553,dim1,2021-05-11 11:51:20,2021-05-12 23:59:59,"['r66', 'r2373', 'r2941']",
FAT1,DPS1,90041,dim1,2021-05-11 11:51:22,2021-05-12 23:59:59,"['r110', 'r545', 'r5736']",
