fc,ds,zipcode,dimension,arrival,promise,feasible_routes,assigned_route,resource_caps_of_assigned_route,route_cost_map,type,base_cost
LGB3,DPS1,91790,dim1,2021-05-11 21:11:38,2021-05-12 23:59:59,['r14' 'r71' 'r945' 'r4760'],r71,"{'j57': 1274, 'j70': 447, 'j75': 888, 'j72': 782}","{'r14': 1.01, 'r71': 1.01, 'r945': 2.23, 'r4760': 2.4}",amzl_indirect,1.0
LGB3,DPS1,91706,dim1,2021-05-11 21:12:26,2021-05-12 23:59:59,['r14' 'r71' 'r931' 'r4746'],r71,"{'j57': 1273, 'j70': 446, 'j75': 887, 'j72': 781}","{'r14': 1.01, 'r71': 1.01, 'r931': 2.25, 'r4746': 2.42}",amzl_indirect,1.0
LGB3,DSD1,92117,dim1,2021-05-11 21:12:36,2021-05-12 23:59:59,['r13' 'r987' 'r7083'],r987,{},"{'r13': 2.88, 'r987': 2.84, 'r7083': 2.88}",3p,2.84
LGB3,DLA5,92404,dim1,2021-05-11 21:13:17,2021-05-12 23:59:59,['r16' 'r69' 'r854' 'r2959'],r2959,"{'j74': 11419, 'j70': 445, 'j75': 886}","{'r16': 2.19, 'r69': 2.19, 'r854': 2.19, 'r2959': 2.06}",ddu,2.05
LGB3,DSD1,92024,dim1,2021-05-11 21:13:28,2021-05-12 23:59:59,['r13' 'r973' 'r7069'],r973,{},"{'r13': 2.88, 'r973': 2.67, 'r7069': 2.72}",3p,2.67
LGB3,DPS1,91722,dim1,2021-05-11 21:13:29,2021-05-12 23:59:59,['r14' 'r71' 'r932' 'r4747'],r71,"{'j57': 1272, 'j70': 444, 'j75': 885, 'j72': 780}","{'r14': 1.01, 'r71': 1.01, 'r932': 2.22, 'r4747': 2.38}",amzl_indirect,1.0
LGB3,DLA5,92373,dim1,2021-05-11 21:13:29,2021-05-12 23:59:59,['r16' 'r69' 'r850' 'r2955'],r2955,"{'j74': 11418, 'j70': 443, 'j75': 884}","{'r16': 2.19, 'r69': 2.19, 'r850': 2.22, 'r2955': 2.07}",ddu,2.06
LGB3,DLA5,92313,dim1,2021-05-11 21:14:54,2021-05-12 23:59:59,['r16' 'r69' 'r844' 'r2949'],r2949,"{'j74': 11417, 'j70': 442, 'j75': 883}","{'r16': 2.19, 'r69': 2.19, 'r844': 2.14, 'r2949': 2.06}",ddu,2.05
LGB3,DLA5,92399,dim1,2021-05-11 21:15:17,2021-05-12 23:59:59,['r16' 'r69' 'r853' 'r2958'],r2958,"{'j74': 11416, 'j70': 441, 'j75': 882}","{'r16': 2.19, 'r69': 2.19, 'r853': 2.29, 'r2958': 2.14}",ddu,2.13
LGB3,DSD1,92126,dim1,2021-05-11 21:16:10,2021-05-12 23:59:59,['r13' 'r993' 'r7089'],r993,{},"{'r13': 2.88, 'r993': 2.79, 'r7089': 2.82}",3p,2.79
LGB3,DSD1,92130,dim1,2021-05-11 21:16:17,2021-05-12 23:59:59,['r13' 'r997' 'r7093'],r997,{},"{'r13': 2.88, 'r997': 2.75, 'r7093': 2.79}",3p,2.75
LGB3,DPS1,91010,dim1,2021-05-11 21:17:03,2021-05-12 23:59:59,['r14' 'r71' 'r897' 'r4712'],r71,"{'j57': 1271, 'j70': 440, 'j75': 881, 'j72': 779}","{'r14': 1.01, 'r71': 1.01, 'r897': 2.26, 'r4712': 2.42}",amzl_indirect,1.0
BFL1,DPS3,91362,dim1,2021-05-11 21:17:38,2021-05-12 23:59:59,['r15' 'r91' 'r453' 'r6396'],r91,"{'j58': 263, 'j55': 132, 'j75': 880, 'j73': 159}","{'r15': 2.3, 'r91': 2.3, 'r453': 2.93, 'r6396': 4.21}",amzl_indirect,1.0
LGB3,DPS1,91205,dim1,2021-05-11 21:18:17,2021-05-12 23:59:59,['r14' 'r71' 'r914' 'r4729'],r71,"{'j57': 1270, 'j70': 439, 'j75': 879, 'j72': 778}","{'r14': 1.01, 'r71': 1.01, 'r914': 2.41, 'r4729': 2.57}",amzl_indirect,1.0
ONT6,DSD1,92129,dim1,2021-05-11 21:18:30,2021-05-12 23:59:59,['r12' 'r97' 'r1836' 'r7362'],r97,"{'j59': 742, 'j96': 70, 'j104': 1484, 'j102': 502}","{'r12': 1.37, 'r97': 1.37, 'r1836': 2.64, 'r7362': 3.19}",amzl_indirect,1.0
LGB3,DSD1,92024,dim1,2021-05-11 21:18:39,2021-05-12 23:59:59,['r13' 'r973' 'r7069'],r973,{},"{'r13': 2.88, 'r973': 2.67, 'r7069': 2.72}",3p,2.67
BFL1,DPS3,91377,dim1,2021-05-11 21:18:45,2021-05-12 23:59:59,['r15' 'r91' 'r456' 'r6399'],r91,"{'j58': 262, 'j55': 131, 'j75': 878, 'j73': 158}","{'r15': 2.3, 'r91': 2.3, 'r456': 2.94, 'r6399': 4.17}",amzl_indirect,1.0
LGB7,DSD2,92054,dim1,2021-05-11 21:18:59,2021-05-12 23:59:59,['r11' 'r107' 'r1339' 'r7771' 'r7867'],r107,"{'j60': 191, 'j93': 89, 'j104': 1483, 'j103': 100}","{'r11': 1.06, 'r107': 1.06, 'r1339': 2.64, 'r7771': 3.8, 'r7867': 2.67}",amzl_indirect,1.0
LGB3,DPS3,91307,dim1,2021-05-11 21:19:08,2021-05-12 23:59:59,['r10' 'r70' 'r952' 'r6244'],r70,"{'j58': 261, 'j70': 438, 'j75': 877, 'j73': 157}","{'r10': 1.01, 'r70': 1.01, 'r952': 2.64, 'r6244': 2.81}",amzl_indirect,1.0
LGB3,DSD1,92124,dim1,2021-05-11 21:19:27,2021-05-12 23:59:59,['r13' 'r992' 'r7088'],r992,{},"{'r13': 2.88, 'r992': 2.85, 'r7088': 2.88}",3p,2.85
LGB3,DPS1,91775,dim1,2021-05-11 21:20:26,2021-05-12 23:59:59,['r14' 'r71' 'r942' 'r4757'],r71,"{'j57': 1269, 'j70': 437, 'j75': 876, 'j72': 777}","{'r14': 1.01, 'r71': 1.01, 'r942': 2.32, 'r4757': 2.49}",amzl_indirect,1.0
LGB3,DPS1,90063,dim1,2021-05-11 21:20:32,2021-05-12 23:59:59,['r14' 'r71' 'r884' 'r4699'],r71,"{'j57': 1268, 'j70': 436, 'j75': 875, 'j72': 776}","{'r14': 1.01, 'r71': 1.01, 'r884': 2.37, 'r4699': 2.54}",amzl_indirect,1.0
LGB3,DSD1,92124,dim1,2021-05-11 21:20:43,2021-05-12 23:59:59,['r13' 'r992' 'r7088'],r992,{},"{'r13': 2.88, 'r992': 2.85, 'r7088': 2.88}",3p,2.85
LGB3,DPS1,91203,dim1,2021-05-11 21:22:14,2021-05-12 23:59:59,['r14' 'r71' 'r912' 'r4727'],r71,"{'j57': 1267, 'j70': 435, 'j75': 874, 'j72': 775}","{'r14': 1.01, 'r71': 1.01, 'r912': 2.42, 'r4727': 2.59}",amzl_indirect,1.0
LGB7,DPS1,91207,dim1,2021-05-11 21:22:42,2021-05-12 23:59:59,['r9' 'r83' 'r1252' 'r5051' 'r5691'],r83,"{'j57': 1266, 'j82': 75, 'j75': 873, 'j72': 774}","{'r9': 2.19, 'r83': 2.19, 'r1252': 2.49, 'r5051': 3.76, 'r5691': 2.29}",amzl_indirect,1.0
LGB3,DPS1,91780,dim1,2021-05-11 21:22:49,2021-05-12 23:59:59,['r14' 'r71' 'r944' 'r4759'],r71,"{'j57': 1265, 'j70': 434, 'j75': 872, 'j72': 773}","{'r14': 1.01, 'r71': 1.01, 'r944': 2.3, 'r4759': 2.47}",amzl_indirect,1.0
LGB7,DSD1,92130,dim1,2021-05-11 21:22:55,2021-05-12 23:59:59,['r17' 'r106' 'r1333' 'r7213' 'r7453'],r106,"{'j59': 741, 'j93': 88, 'j104': 1482, 'j102': 501}","{'r17': 1.06, 'r106': 1.06, 'r1333': 2.83, 'r7213': 3.97, 'r7453': 2.86}",amzl_indirect,1.0
LGB3,DPS3,91301,dim1,2021-05-11 21:23:01,2021-05-12 23:59:59,['r10' 'r70' 'r950' 'r6242'],r70,"{'j58': 260, 'j70': 433, 'j75': 871, 'j73': 156}","{'r10': 1.01, 'r70': 1.01, 'r950': 2.7, 'r6242': 2.87}",amzl_indirect,1.0
LGB3,DPS1,91732,dim1,2021-05-11 21:23:02,2021-05-12 23:59:59,['r14' 'r71' 'r935' 'r4750'],r71,"{'j57': 1264, 'j70': 432, 'j75': 870, 'j72': 772}","{'r14': 1.01, 'r71': 1.01, 'r935': 2.27, 'r4750': 2.44}",amzl_indirect,1.0
LGB3,DPS1,91104,dim1,2021-05-11 21:23:41,2021-05-12 23:59:59,['r14' 'r71' 'r905' 'r4720'],r71,"{'j57': 1263, 'j70': 431, 'j75': 869, 'j72': 771}","{'r14': 1.01, 'r71': 1.01, 'r905': 2.35, 'r4720': 2.51}",amzl_indirect,1.0
LGB3,DPS1,91776,dim1,2021-05-11 21:24:03,2021-05-12 23:59:59,['r14' 'r71' 'r943' 'r4758'],r71,"{'j57': 1262, 'j70': 430, 'j75': 868, 'j72': 770}","{'r14': 1.01, 'r71': 1.01, 'r943': 2.32, 'r4758': 2.49}",amzl_indirect,1.0
LGB7,DPS1,91006,dim1,2021-05-11 21:25:30,2021-05-12 23:59:59,['r9' 'r83' 'r1230' 'r5029' 'r5669'],r83,"{'j57': 1261, 'j82': 74, 'j75': 867, 'j72': 769}","{'r9': 2.19, 'r83': 2.19, 'r1230': 2.36, 'r5029': 3.63, 'r5669': 2.21}",amzl_indirect,1.0
LGB3,DLA5,92223,dim1,2021-05-11 21:25:33,2021-05-12 23:59:59,['r16' 'r69' 'r843' 'r2948'],r69,"{'j56': 1134, 'j70': 429, 'j75': 866, 'j101': 41}","{'r16': 2.19, 'r69': 2.19, 'r843': 2.33, 'r2948': 2.2}",amzl_indirect,1.0
LGB3,DPS3,91377,dim1,2021-05-11 21:26:26,2021-05-12 23:59:59,['r10' 'r70' 'r960' 'r6252'],r70,"{'j58': 259, 'j70': 428, 'j75': 865, 'j73': 155}","{'r10': 1.01, 'r70': 1.01, 'r960': 2.71, 'r6252': 2.88}",amzl_indirect,1.0
LGB3,DLA5,92507,dim1,2021-05-11 21:26:40,2021-05-12 23:59:59,['r16' 'r69' 'r860' 'r2965'],r2965,"{'j74': 11415, 'j70': 427, 'j75': 864}","{'r16': 2.19, 'r69': 2.19, 'r860': 2.12, 'r2965': 2.09}",ddu,2.08
LGB3,DLA5,92359,dim1,2021-05-11 21:26:53,2021-05-12 23:59:59,['r16' 'r69' 'r849' 'r2954'],r2954,"{'j74': 11414, 'j70': 426, 'j75': 863}","{'r16': 2.19, 'r69': 2.19, 'r849': 2.27, 'r2954': 2.1}",ddu,2.09
LGB3,DLA5,92399,dim1,2021-05-11 21:26:55,2021-05-12 23:59:59,['r16' 'r69' 'r853' 'r2958'],r2958,"{'j74': 11413, 'j70': 425, 'j75': 862}","{'r16': 2.19, 'r69': 2.19, 'r853': 2.29, 'r2958': 2.14}",ddu,2.13
LGB7,DSD1,92124,dim1,2021-05-11 21:27:01,2021-05-12 23:59:59,['r17' 'r106' 'r1328' 'r7208' 'r7448'],r106,"{'j59': 740, 'j93': 87, 'j104': 1481, 'j102': 500}","{'r17': 1.06, 'r106': 1.06, 'r1328': 2.92, 'r7208': 4.06, 'r7448': 2.97}",amzl_indirect,1.0
LGB3,DSD1,92126,dim1,2021-05-11 21:27:23,2021-05-12 23:59:59,['r13' 'r993' 'r7089'],r993,{},"{'r13': 2.88, 'r993': 2.79, 'r7089': 2.82}",3p,2.79
LGB3,DLA5,92377,dim1,2021-05-11 21:27:25,2021-05-12 23:59:59,['r16' 'r69' 'r852' 'r2957'],r2957,"{'j74': 11412, 'j70': 424, 'j75': 861}","{'r16': 2.19, 'r69': 2.19, 'r852': 2.14, 'r2957': 2.1}",ddu,2.09
ONT6,DSD1,92108,dim1,2021-05-11 21:29:41,2021-05-12 23:59:59,['r12' 'r97' 'r1825' 'r7351'],r97,"{'j59': 739, 'j96': 69, 'j104': 1480, 'j102': 499}","{'r12': 1.37, 'r97': 1.37, 'r1825': 2.77, 'r7351': 3.3}",amzl_indirect,1.0
LGB3,DLA5,92407,dim1,2021-05-11 21:30:01,2021-05-12 23:59:59,['r16' 'r69' 'r856' 'r2961'],r2961,"{'j74': 11411, 'j70': 423, 'j75': 860}","{'r16': 2.19, 'r69': 2.19, 'r856': 2.18, 'r2961': 2.11}",ddu,2.1
ONT6,DSD1,92126,dim1,2021-05-11 21:30:27,2021-05-12 23:59:59,['r12' 'r97' 'r1833' 'r7359'],r97,"{'j59': 738, 'j96': 68, 'j104': 1479, 'j102': 498}","{'r12': 1.37, 'r97': 1.37, 'r1833': 2.67, 'r7359': 3.21}",amzl_indirect,1.0
LGB3,DLA5,92407,dim1,2021-05-11 21:30:47,2021-05-12 23:59:59,['r16' 'r69' 'r856' 'r2961'],r2961,"{'j74': 11410, 'j70': 422, 'j75': 859}","{'r16': 2.19, 'r69': 2.19, 'r856': 2.18, 'r2961': 2.11}",ddu,2.1
LGB3,DPS3,91362,dim1,2021-05-11 21:31:44,2021-05-12 23:59:59,['r10' 'r70' 'r957' 'r6249'],r70,"{'j58': 258, 'j70': 421, 'j75': 858, 'j73': 154}","{'r10': 1.01, 'r70': 1.01, 'r957': 2.75, 'r6249': 2.92}",amzl_indirect,1.0
LGB3,DPS1,91770,dim1,2021-05-11 21:32:36,2021-05-12 23:59:59,['r14' 'r71' 'r941' 'r4756'],r71,"{'j57': 1260, 'j70': 420, 'j75': 857, 'j72': 768}","{'r14': 1.01, 'r71': 1.01, 'r941': 2.31, 'r4756': 2.48}",amzl_indirect,1.0
LGB7,DSD1,92122,dim1,2021-05-11 21:32:48,2021-05-12 23:59:59,['r17' 'r106' 'r1326' 'r7206' 'r7446'],r106,"{'j59': 737, 'j93': 86, 'j104': 1478, 'j102': 497}","{'r17': 1.06, 'r106': 1.06, 'r1326': 2.89, 'r7206': 4.04, 'r7446': 2.92}",amzl_indirect,1.0
LGB3,DPS1,91741,dim1,2021-05-11 21:33:22,2021-05-12 23:59:59,['r14' 'r71' 'r937' 'r4752'],r71,"{'j57': 1259, 'j70': 419, 'j75': 856, 'j72': 767}","{'r14': 1.01, 'r71': 1.01, 'r937': 2.2, 'r4752': 2.35}",amzl_indirect,1.0
LGB3,DLA5,92399,dim1,2021-05-11 21:33:28,2021-05-12 23:59:59,['r16' 'r69' 'r853' 'r2958'],r2958,"{'j74': 11409, 'j70': 418, 'j75': 855}","{'r16': 2.19, 'r69': 2.19, 'r853': 2.29, 'r2958': 2.14}",ddu,2.13
LGB3,DLA5,92399,dim1,2021-05-11 21:33:38,2021-05-12 23:59:59,['r16' 'r69' 'r853' 'r2958'],r2958,"{'j74': 11408, 'j70': 417, 'j75': 854}","{'r16': 2.19, 'r69': 2.19, 'r853': 2.29, 'r2958': 2.14}",ddu,2.13
LGB3,DPS1,90026,dim1,2021-05-11 21:33:39,2021-05-12 23:59:59,['r14' 'r71' 'r873' 'r4688'],r71,"{'j57': 1258, 'j70': 416, 'j75': 853, 'j72': 766}","{'r14': 1.01, 'r71': 1.01, 'r873': 2.41, 'r4688': 2.59}",amzl_indirect,1.0
LGB3,DPS1,91104,dim1,2021-05-11 21:33:51,2021-05-12 23:59:59,['r14' 'r71' 'r905' 'r4720'],r71,"{'j57': 1257, 'j70': 415, 'j75': 852, 'j72': 765}","{'r14': 1.01, 'r71': 1.01, 'r905': 2.35, 'r4720': 2.51}",amzl_indirect,1.0
ONT6,DSD1,92075,dim1,2021-05-11 21:34:54,2021-05-12 23:59:59,['r12' 'r97' 'r1820' 'r7346'],r97,"{'j59': 736, 'j96': 67, 'j104': 1477, 'j102': 496}","{'r12': 1.37, 'r97': 1.37, 'r1820': 2.61, 'r7346': 3.13}",amzl_indirect,1.0
LGB3,DPS1,91770,dim1,2021-05-11 21:35:09,2021-05-12 23:59:59,['r14' 'r71' 'r941' 'r4756'],r71,"{'j57': 1256, 'j70': 414, 'j75': 851, 'j72': 764}","{'r14': 1.01, 'r71': 1.01, 'r941': 2.31, 'r4756': 2.48}",amzl_indirect,1.0
LGB3,DSD1,92130,dim1,2021-05-11 21:35:16,2021-05-12 23:59:59,['r13' 'r997' 'r7093'],r997,{},"{'r13': 2.88, 'r997': 2.75, 'r7093': 2.79}",3p,2.75
LGB3,DPS3,91356,dim1,2021-05-11 21:36:01,2021-05-12 23:59:59,['r10' 'r70' 'r954' 'r6246'],r70,"{'j58': 257, 'j70': 413, 'j75': 850, 'j73': 153}","{'r10': 1.0, 'r70': 1.0, 'r954': 2.58, 'r6246': 2.74}",amzl_indirect,1.0
LGB3,DPS3,91320,dim1,2021-05-11 21:37:43,2021-05-12 23:59:59,['r10' 'r70' 'r953' 'r6245'],r70,"{'j58': 256, 'j70': 412, 'j75': 849, 'j73': 152}","{'r10': 1.0, 'r70': 1.0, 'r953': 2.8, 'r6245': 2.96}",amzl_indirect,1.0
LGB7,DPS1,91731,dim1,2021-05-11 21:38:31,2021-05-12 23:59:59,['r9' 'r83' 'r1270' 'r5069' 'r5709'],r83,"{'j57': 1255, 'j82': 73, 'j75': 848, 'j72': 763}","{'r9': 1.42, 'r83': 1.42, 'r1270': 2.37, 'r5069': 2.87, 'r5709': 2.11}",amzl_indirect,1.0
BFL1,DPS3,91320,dim1,2021-05-11 21:38:36,2021-05-12 23:59:59,['r15' 'r91' 'r449' 'r6392'],r91,"{'j58': 255, 'j55': 130, 'j75': 847, 'j73': 151}","{'r15': 1.0, 'r91': 1.0, 'r449': 2.94, 'r6392': 2.96}",amzl_indirect,1.0
LGB3,DSD1,92111,dim1,2021-05-11 21:39:29,2021-05-12 23:59:59,['r13' 'r986' 'r7082'],r986,{},"{'r13': 2.88, 'r986': 2.85, 'r7082': 2.88}",3p,2.85
LGB3,DPS1,91722,dim1,2021-05-11 21:39:30,2021-05-12 23:59:59,['r14' 'r71' 'r932' 'r4747'],r71,"{'j57': 1254, 'j70': 411, 'j75': 846, 'j72': 762}","{'r14': 1.0, 'r71': 1.0, 'r932': 2.22, 'r4747': 2.37}",amzl_indirect,1.0
LGB3,DSD1,92037,dim1,2021-05-11 21:40:07,2021-05-12 23:59:59,['r13' 'r978' 'r7074'],r978,{},"{'r13': 2.88, 'r978': 2.82, 'r7074': 2.86}",3p,2.82
LGB3,DSD1,92111,dim1,2021-05-11 21:40:37,2021-05-12 23:59:59,['r13' 'r986' 'r7082'],r986,{},"{'r13': 2.88, 'r986': 2.85, 'r7082': 2.88}",3p,2.85
LGB3,DPS1,91803,dim1,2021-05-11 21:41:51,2021-05-12 23:59:59,['r14' 'r71' 'r947' 'r4762'],r71,"{'j57': 1253, 'j70': 410, 'j75': 845, 'j72': 761}","{'r14': 1.0, 'r71': 1.0, 'r947': 2.35, 'r4762': 2.51}",amzl_indirect,1.0
LGB3,DSD1,92117,dim1,2021-05-11 21:42:18,2021-05-12 23:59:59,['r13' 'r987' 'r7083'],r987,{},"{'r13': 2.88, 'r987': 2.84, 'r7083': 2.87}",3p,2.84
LGB3,DPS1,91780,dim1,2021-05-11 21:42:19,2021-05-12 23:59:59,['r14' 'r71' 'r944' 'r4759'],r71,"{'j57': 1252, 'j70': 409, 'j75': 844, 'j72': 760}","{'r14': 1.0, 'r71': 1.0, 'r944': 2.3, 'r4759': 2.46}",amzl_indirect,1.0
LGB7,DPS1,91106,dim1,2021-05-11 21:42:33,2021-05-12 23:59:59,['r9' 'r83' 'r1243' 'r5042' 'r5682'],r83,"{'j57': 1251, 'j82': 72, 'j75': 843, 'j72': 759}","{'r9': 1.42, 'r83': 1.42, 'r1243': 2.42, 'r5042': 2.92, 'r5682': 2.18}",amzl_indirect,1.0
LGB3,DPS1,91016,dim1,2021-05-11 21:42:48,2021-05-12 23:59:59,['r14' 'r71' 'r899' 'r4714'],r71,"{'j57': 1250, 'j70': 408, 'j75': 842, 'j72': 758}","{'r14': 1.0, 'r71': 1.0, 'r899': 2.28, 'r4714': 2.43}",amzl_indirect,1.0
BFL1,DPS3,91377,dim1,2021-05-11 21:43:17,2021-05-12 23:59:59,['r15' 'r91' 'r456' 'r6399'],r91,"{'j58': 254, 'j55': 129, 'j75': 841, 'j73': 150}","{'r15': 1.0, 'r91': 1.0, 'r456': 2.94, 'r6399': 2.87}",amzl_indirect,1.0
LGB7,DSD1,92129,dim1,2021-05-11 21:43:18,2021-05-12 23:59:59,['r17' 'r106' 'r1332' 'r7212' 'r7452'],r106,"{'j59': 735, 'j93': 85, 'j104': 1476, 'j102': 495}","{'r17': 1.0, 'r106': 1.0, 'r1332': 2.82, 'r7212': 3.2, 'r7452': 2.82}",amzl_indirect,1.0
LGB3,DPS1,91024,dim1,2021-05-11 21:44:00,2021-05-12 23:59:59,['r14' 'r71' 'r901' 'r4716'],r71,"{'j57': 1249, 'j70': 407, 'j75': 840, 'j72': 757}","{'r14': 1.0, 'r71': 1.0, 'r901': 2.31, 'r4716': 2.46}",amzl_indirect,1.0
LGB7,DSD1,92117,dim1,2021-05-11 21:44:07,2021-05-12 23:59:59,['r17' 'r106' 'r1323' 'r7203' 'r7443'],r106,"{'j59': 734, 'j93': 84, 'j104': 1475, 'j102': 494}","{'r17': 1.0, 'r106': 1.0, 'r1323': 2.91, 'r7203': 3.29, 'r7443': 2.88}",amzl_indirect,1.0
LGB7,DSD1,92129,dim1,2021-05-11 21:44:15,2021-05-12 23:59:59,['r17' 'r106' 'r1332' 'r7212' 'r7452'],r106,"{'j59': 733, 'j93': 83, 'j104': 1474, 'j102': 493}","{'r17': 1.0, 'r106': 1.0, 'r1332': 2.82, 'r7212': 3.2, 'r7452': 2.82}",amzl_indirect,1.0
LGB3,DPS3,91362,dim1,2021-05-11 21:44:18,2021-05-12 23:59:59,['r10' 'r70' 'r957' 'r6249'],r70,"{'j58': 253, 'j70': 406, 'j75': 839, 'j73': 149}","{'r10': 1.0, 'r70': 1.0, 'r957': 2.75, 'r6249': 2.91}",amzl_indirect,1.0
LGB3,DPS1,90041,dim1,2021-05-11 21:45:16,2021-05-12 23:59:59,['r14' 'r71' 'r881' 'r4696'],r71,"{'j57': 1248, 'j70': 405, 'j75': 838, 'j72': 756}","{'r14': 1.0, 'r71': 1.0, 'r881': 2.39, 'r4696': 2.54}",amzl_indirect,1.0
LGB3,DPS1,90026,dim1,2021-05-11 21:45:26,2021-05-12 23:59:59,['r14' 'r71' 'r873' 'r4688'],r71,"{'j57': 1247, 'j70': 404, 'j75': 837, 'j72': 755}","{'r14': 1.0, 'r71': 1.0, 'r873': 2.41, 'r4688': 2.58}",amzl_indirect,1.0
LGB3,DLA5,92223,dim1,2021-05-11 21:45:37,2021-05-12 23:59:59,['r16' 'r69' 'r843' 'r2948'],r2948,"{'j74': 11407, 'j70': 403, 'j75': 836}","{'r16': 2.27, 'r69': 2.36, 'r843': 2.33, 'r2948': 2.19}",ddu,2.19
LGB7,DPS1,91103,dim1,2021-05-11 21:45:53,2021-05-12 23:59:59,['r9' 'r83' 'r1240' 'r5039' 'r5679'],r83,"{'j57': 1246, 'j82': 71, 'j75': 835, 'j72': 754}","{'r9': 1.42, 'r83': 1.42, 'r1240': 2.44, 'r5039': 2.94, 'r5679': 2.2}",amzl_indirect,1.0
LGB7,DPS1,90041,dim1,2021-05-11 21:46:07,2021-05-12 23:59:59,['r9' 'r83' 'r1217' 'r5016' 'r5656'],r83,"{'j57': 1245, 'j82': 70, 'j75': 834, 'j72': 753}","{'r9': 1.42, 'r83': 1.42, 'r1217': 2.47, 'r5016': 2.96, 'r5656': 2.2}",amzl_indirect,1.0
LGB7,DSD1,92130,dim1,2021-05-11 21:46:21,2021-05-12 23:59:59,['r17' 'r106' 'r1333' 'r7213' 'r7453'],r106,"{'j59': 732, 'j93': 82, 'j104': 1473, 'j102': 492}","{'r17': 1.0, 'r106': 1.0, 'r1333': 2.83, 'r7213': 3.2, 'r7453': 2.8}",amzl_indirect,1.0
LGB3,DPS1,91770,dim1,2021-05-11 21:46:23,2021-05-12 23:59:59,['r14' 'r71' 'r941' 'r4756'],r71,"{'j57': 1244, 'j70': 402, 'j75': 833, 'j72': 752}","{'r14': 1.0, 'r71': 1.0, 'r941': 2.31, 'r4756': 2.47}",amzl_indirect,1.0
BFL1,DPS3,91307,dim1,2021-05-11 21:46:40,2021-05-12 23:59:59,['r15' 'r91' 'r448' 'r6391'],r91,"{'j58': 252, 'j55': 128, 'j75': 832, 'j73': 148}","{'r15': 1.0, 'r91': 1.0, 'r448': 2.94, 'r6391': 2.8}",amzl_indirect,1.0
LGB3,DPS1,91007,dim1,2021-05-11 21:46:59,2021-05-12 23:59:59,['r14' 'r71' 'r895' 'r4710'],r71,"{'j57': 1243, 'j70': 401, 'j75': 831, 'j72': 751}","{'r14': 1.0, 'r71': 1.0, 'r895': 2.3, 'r4710': 2.45}",amzl_indirect,1.0
LGB7,DPS1,90027,dim1,2021-05-11 21:47:09,2021-05-12 23:59:59,['r9' 'r83' 'r1210' 'r5009' 'r5649'],r83,"{'j57': 1242, 'j82': 69, 'j75': 830, 'j72': 750}","{'r9': 1.42, 'r83': 1.42, 'r1210': 2.51, 'r5009': 3.01, 'r5649': 2.23}",amzl_indirect,1.0
LGB3,DLA5,92407,dim1,2021-05-11 21:47:24,2021-05-12 23:59:59,['r16' 'r69' 'r856' 'r2961'],r2961,"{'j74': 11406, 'j70': 400, 'j75': 829}","{'r16': 2.27, 'r69': 2.36, 'r856': 2.18, 'r2961': 2.1}",ddu,2.1
LGB3,DLA5,92582,dim1,2021-05-11 21:48:09,2021-05-12 23:59:59,['r16' 'r69' 'r866' 'r2971'],r2971,"{'j74': 11405, 'j70': 399, 'j75': 828}","{'r16': 2.27, 'r69': 2.36, 'r866': 2.35, 'r2971': 2.25}",ddu,2.25
LGB3,DPS1,91722,dim1,2021-05-11 21:50:09,2021-05-12 23:59:59,['r14' 'r71' 'r932' 'r4747'],r71,"{'j57': 1241, 'j70': 398, 'j75': 827, 'j72': 749}","{'r14': 1.0, 'r71': 1.0, 'r932': 2.22, 'r4747': 2.37}",amzl_indirect,1.0
LGB3,DLA5,92404,dim1,2021-05-11 21:51:13,2021-05-12 23:59:59,['r16' 'r69' 'r854' 'r2959'],r2959,"{'j74': 11404, 'j70': 397, 'j75': 826}","{'r16': 2.27, 'r69': 2.36, 'r854': 2.19, 'r2959': 2.05}",ddu,2.05
LGB7,DPS1,91205,dim1,2021-05-11 21:51:19,2021-05-12 23:59:59,['r9' 'r83' 'r1250' 'r5049' 'r5689'],r83,"{'j57': 1240, 'j82': 68, 'j75': 825, 'j72': 748}","{'r9': 1.42, 'r83': 1.42, 'r1250': 2.49, 'r5049': 2.98, 'r5689': 2.22}",amzl_indirect,1.0
LGB7,DSD1,92130,dim1,2021-05-11 21:52:23,2021-05-12 23:59:59,['r17' 'r106' 'r1333' 'r7213' 'r7453'],r106,"{'j59': 731, 'j93': 81, 'j104': 1472, 'j102': 491}","{'r17': 1.0, 'r106': 1.0, 'r1333': 2.83, 'r7213': 3.2, 'r7453': 2.8}",amzl_indirect,1.0
LGB3,DLA5,92354,dim1,2021-05-11 21:52:26,2021-05-12 23:59:59,['r16' 'r69' 'r848' 'r2953'],r2953,"{'j74': 11403, 'j70': 396, 'j75': 824}","{'r16': 2.27, 'r69': 2.36, 'r848': 2.17, 'r2953': 2.02}",ddu,2.02
LGB3,DSD1,92130,dim1,2021-05-11 21:52:54,2021-05-12 23:59:59,['r13' 'r997' 'r7093'],r997,{},"{'r13': 2.88, 'r997': 2.75, 'r7093': 2.78}",3p,2.75
LGB3,DPS1,91733,dim1,2021-05-11 21:53:54,2021-05-12 23:59:59,['r14' 'r71' 'r936' 'r4751'],r71,"{'j57': 1239, 'j70': 395, 'j75': 823, 'j72': 747}","{'r14': 1.0, 'r71': 1.0, 'r936': 2.29, 'r4751': 2.45}",amzl_indirect,1.0
